kepid,kepid_count,koi_disposition
7109675,2,CONFIRMED
7109675,2,CONFIRMED
5437945,2,CONFIRMED
5437945,2,CONFIRMED
9527334,1,CONFIRMED
8056665,2,CONFIRMED
8056665,2,CONFIRMED
8711794,1,CONFIRMED
11250587,1,CONFIRMED
9450647,1,CONFIRMED
10984090,2,CONFIRMED
10984090,2,CONFIRMED
3531558,1,CONFIRMED
11449844,1,CONFIRMED
7778437,1,CONFIRMED
4180280,1,CONFIRMED
3835670,1,CONFIRMED
8030148,1,CONFIRMED
5084942,1,CONFIRMED
8107380,1,CONFIRMED
6851425,1,CONFIRMED
9527915,1,CONFIRMED
2441495,1,CONFIRMED
5735762,3,CONFIRMED
5735762,3,CONFIRMED
5735762,3,CONFIRMED
11666881,1,CONFIRMED
11402995,1,CONFIRMED
10810838,1,CONFIRMED
6442377,1,CONFIRMED
9573539,1,CONFIRMED
12019440,1,CONFIRMED
5972334,3,CONFIRMED
5972334,3,CONFIRMED
5972334,3,CONFIRMED
2987027,1,CONFIRMED
5364071,4,CONFIRMED
5364071,4,CONFIRMED
5364071,4,CONFIRMED
5364071,4,CONFIRMED
10019708,2,CONFIRMED
6849046,1,CONFIRMED
3762468,1,CONFIRMED
3937519,2,CONFIRMED
3937519,2,CONFIRMED
5959753,1,CONFIRMED
3847907,1,CONFIRMED
8491277,1,CONFIRMED
8107225,1,CONFIRMED
8191672,1,CONFIRMED
11807274,2,CONFIRMED
11807274,2,CONFIRMED
8041216,1,CONFIRMED
6383785,2,CONFIRMED
6383785,2,CONFIRMED
8026752,1,CONFIRMED
9390653,1,CONFIRMED
7021681,2,CONFIRMED
5514383,1,CONFIRMED
12024120,1,CONFIRMED
7375348,1,CONFIRMED
11133306,1,CONFIRMED
11773022,3,CONFIRMED
11773022,3,CONFIRMED
11773022,3,CONFIRMED
4143755,1,CONFIRMED
10386922,2,CONFIRMED
10386922,2,CONFIRMED
11259686,1,CONFIRMED
11802615,1,CONFIRMED
11905011,1,CONFIRMED
12785320,1,CONFIRMED
3662838,1,CONFIRMED
5966322,1,CONFIRMED
6029239,1,CONFIRMED
6071903,1,CONFIRMED
11754553,3,CONFIRMED
11754553,3,CONFIRMED
11754553,3,CONFIRMED
6289257,2,CONFIRMED
6289257,2,CONFIRMED
8121310,1,CONFIRMED
8156120,1,CONFIRMED
9139084,1,CONFIRMED
11361646,2,CONFIRMED
11361646,2,CONFIRMED
10285631,1,CONFIRMED
10290666,1,CONFIRMED
10337258,1,CONFIRMED
10545066,1,CONFIRMED
10587105,3,CONFIRMED
10587105,3,CONFIRMED
10587105,3,CONFIRMED
5358241,3,CONFIRMED
5358241,3,CONFIRMED
5358241,3,CONFIRMED
11015108,1,CONFIRMED
11074541,1,CONFIRMED
11100383,1,CONFIRMED
11194032,1,CONFIRMED
11568987,2,CONFIRMED
11568987,2,CONFIRMED
11621223,1,CONFIRMED
11624249,1,CONFIRMED
12404954,1,CONFIRMED
11623629,1,CONFIRMED
6471021,1,CONFIRMED
7455287,3,CONFIRMED
7455287,3,CONFIRMED
7455287,3,CONFIRMED
8686097,1,CONFIRMED
3353050,1,CONFIRMED
3446746,1,CONFIRMED
3733628,1,CONFIRMED
3964109,1,CONFIRMED
5444548,1,CONFIRMED
5683743,1,CONFIRMED
8352537,1,CONFIRMED
9115800,1,CONFIRMED
10189546,3,CONFIRMED
10189546,3,CONFIRMED
10189546,3,CONFIRMED
8150320,5,CONFIRMED
8150320,5,CONFIRMED
8150320,5,CONFIRMED
8150320,5,CONFIRMED
8150320,5,CONFIRMED
10616679,1,CONFIRMED
10717241,1,CONFIRMED
10858832,1,CONFIRMED
10937029,2,CONFIRMED
10937029,2,CONFIRMED
12470954,1,CONFIRMED
3833007,1,CONFIRMED
3847138,1,CONFIRMED
6291033,1,CONFIRMED
7098355,1,CONFIRMED
8043638,1,CONFIRMED
6448890,2,CONFIRMED
6448890,2,CONFIRMED
8845205,1,CONFIRMED
8890783,2,CONFIRMED
8890783,2,CONFIRMED
9583881,1,CONFIRMED
9589524,1,CONFIRMED
9844088,1,CONFIRMED
10123064,1,CONFIRMED
10599206,1,CONFIRMED
10934674,1,CONFIRMED
10990886,1,CONFIRMED
11015323,1,CONFIRMED
8564587,2,CONFIRMED
8564587,2,CONFIRMED
11134879,1,CONFIRMED
11497977,1,CONFIRMED
12061222,1,CONFIRMED
12404305,1,CONFIRMED
12834874,1,CONFIRMED
2557816,1,CONFIRMED
3559935,1,CONFIRMED
3966801,1,CONFIRMED
4454752,1,CONFIRMED
4847534,1,CONFIRMED
4077526,4,CONFIRMED
4077526,4,CONFIRMED
4077526,4,CONFIRMED
4077526,4,CONFIRMED
5340644,1,CONFIRMED
5461440,1,CONFIRMED
5812960,1,CONFIRMED
6838050,1,CONFIRMED
6937692,1,CONFIRMED
8015907,1,CONFIRMED
9157634,1,CONFIRMED
10266615,1,CONFIRMED
10454313,1,CONFIRMED
10513530,2,CONFIRMED
10513530,2,CONFIRMED
9821454,2,CONFIRMED
9821454,2,CONFIRMED
10873260,1,CONFIRMED
10965008,1,CONFIRMED
11073351,1,CONFIRMED
11090765,1,CONFIRMED
11656721,1,CONFIRMED
12116489,2,CONFIRMED
12116489,2,CONFIRMED
12600735,1,CONFIRMED
4165473,1,CONFIRMED
5709725,2,CONFIRMED
5709725,2,CONFIRMED
5774349,1,CONFIRMED
10874614,1,CONFIRMED
6768394,3,CONFIRMED
6768394,3,CONFIRMED
6768394,3,CONFIRMED
6501635,1,CONFIRMED
6665695,1,CONFIRMED
6707833,1,CONFIRMED
6786037,3,CONFIRMED
6786037,3,CONFIRMED
6786037,3,CONFIRMED
7119481,1,CONFIRMED
7595157,2,CONFIRMED
7595157,2,CONFIRMED
8367113,1,CONFIRMED
8558011,2,CONFIRMED
8558011,2,CONFIRMED
8565266,1,CONFIRMED
8625925,1,CONFIRMED
6960913,1,CONFIRMED
8822216,2,CONFIRMED
8822216,2,CONFIRMED
9076513,1,CONFIRMED
9279669,1,CONFIRMED
9570741,1,CONFIRMED
9607164,1,CONFIRMED
9631762,1,CONFIRMED
9958962,3,CONFIRMED
9958962,3,CONFIRMED
9958962,3,CONFIRMED
10388286,1,CONFIRMED
10718726,1,CONFIRMED
10973664,3,CONFIRMED
10973664,3,CONFIRMED
10973664,3,CONFIRMED
9002278,5,CONFIRMED
9002278,5,CONFIRMED
9002278,5,CONFIRMED
9002278,5,CONFIRMED
9002278,5,CONFIRMED
12459913,1,CONFIRMED
4832837,1,CONFIRMED
5686174,1,CONFIRMED
10353968,1,CONFIRMED
4478168,1,CONFIRMED
4563268,2,CONFIRMED
4563268,2,CONFIRMED
4644604,1,CONFIRMED
4656049,1,CONFIRMED
4827723,1,CONFIRMED
11554435,1,CONFIRMED
4841374,1,CONFIRMED
5120087,1,CONFIRMED
5121511,1,CONFIRMED
5374854,2,CONFIRMED
5374854,2,CONFIRMED
5531694,1,CONFIRMED
5613330,1,CONFIRMED
5796675,1,CONFIRMED
6125481,1,CONFIRMED
6267535,1,CONFIRMED
6365156,1,CONFIRMED
6707835,1,CONFIRMED
7033671,1,CONFIRMED
7124613,1,CONFIRMED
7277317,1,CONFIRMED
7764367,1,CONFIRMED
8161561,1,CONFIRMED
8361905,1,CONFIRMED
8480285,2,CONFIRMED
8480285,2,CONFIRMED
8802165,1,CONFIRMED
8805348,1,CONFIRMED
5866724,3,CONFIRMED
5866724,3,CONFIRMED
5866724,3,CONFIRMED
8878187,1,CONFIRMED
9578686,1,CONFIRMED
9702072,1,CONFIRMED
9873254,2,CONFIRMED
9873254,2,CONFIRMED
9964801,1,CONFIRMED
9965439,1,CONFIRMED
10265898,2,CONFIRMED
10265898,2,CONFIRMED
10272442,1,CONFIRMED
10386984,1,CONFIRMED
10395381,1,CONFIRMED
9836149,1,CONFIRMED
10526549,1,CONFIRMED
10583066,1,CONFIRMED
10662202,1,CONFIRMED
10682541,1,CONFIRMED
10854555,1,CONFIRMED
10987985,1,CONFIRMED
11153539,1,CONFIRMED
11304958,1,CONFIRMED
11391957,1,CONFIRMED
11403044,1,CONFIRMED
9532052,1,CONFIRMED
11414511,1,CONFIRMED
11460018,1,CONFIRMED
11507101,1,CONFIRMED
11812062,1,CONFIRMED
11853255,1,CONFIRMED
11918099,1,CONFIRMED
11923270,1,CONFIRMED
11960862,1,CONFIRMED
12020329,1,CONFIRMED
12070811,1,CONFIRMED
11295426,2,CONFIRMED
11295426,2,CONFIRMED
12110942,1,CONFIRMED
12404086,1,CONFIRMED
12644822,1,CONFIRMED
2713049,1,CONFIRMED
3114167,1,CONFIRMED
3351888,1,CONFIRMED
3935914,1,CONFIRMED
4049131,1,CONFIRMED
4275191,1,CONFIRMED
4476123,1,CONFIRMED
8692861,2,CONFIRMED
8692861,2,CONFIRMED
4664847,1,CONFIRMED
4913852,1,CONFIRMED
5021899,1,CONFIRMED
5164255,1,CONFIRMED
5272878,1,CONFIRMED
5651104,1,CONFIRMED
5881688,1,CONFIRMED
6022556,1,CONFIRMED
6032497,1,CONFIRMED
5780885,1,CONFIRMED
6191521,1,CONFIRMED
6276477,1,CONFIRMED
6291653,1,CONFIRMED
6392727,1,CONFIRMED
6422070,1,CONFIRMED
6435936,1,CONFIRMED
6685526,1,CONFIRMED
6784235,1,CONFIRMED
6863998,1,CONFIRMED
9595827,1,CONFIRMED
7118364,1,CONFIRMED
7303253,1,CONFIRMED
7373451,2,CONFIRMED
7373451,2,CONFIRMED
7458762,1,CONFIRMED
7585481,1,CONFIRMED
7663691,1,CONFIRMED
7678434,2,CONFIRMED
7678434,2,CONFIRMED
7685981,1,CONFIRMED
7849854,1,CONFIRMED
8039892,1,CONFIRMED
8255887,1,CONFIRMED
8414716,1,CONFIRMED
8490993,2,CONFIRMED
8490993,2,CONFIRMED
8544996,1,CONFIRMED
8628973,1,CONFIRMED
8672910,1,CONFIRMED
8689031,1,CONFIRMED
8826878,1,CONFIRMED
8883593,1,CONFIRMED
9077124,1,CONFIRMED
9141746,2,CONFIRMED
9141746,2,CONFIRMED
9166862,1,CONFIRMED
9388479,2,CONFIRMED
9388479,2,CONFIRMED
9406990,1,CONFIRMED
9479273,1,CONFIRMED
9512687,1,CONFIRMED
9513865,1,CONFIRMED
9710326,1,CONFIRMED
9761882,1,CONFIRMED
9766437,1,CONFIRMED
6046540,1,CONFIRMED
9820483,1,CONFIRMED
9825625,1,CONFIRMED
9875711,1,CONFIRMED
7295235,1,CONFIRMED
10154388,1,CONFIRMED
1432789,1,CONFIRMED
1865042,1,CONFIRMED
5780460,1,CONFIRMED
1725016,1,CONFIRMED
8125580,1,CONFIRMED
757450,1,CONFIRMED
8158127,2,CONFIRMED
8158127,2,CONFIRMED
8174625,1,CONFIRMED
2716853,2,CONFIRMED
2715135,1,CONFIRMED
2584163,1,CONFIRMED
5809890,2,CONFIRMED
5809890,2,CONFIRMED
5956656,1,CONFIRMED
6060203,1,CONFIRMED
5880320,4,CONFIRMED
5880320,4,CONFIRMED
5880320,4,CONFIRMED
5880320,4,CONFIRMED
6037187,1,CONFIRMED
8222813,2,CONFIRMED
8222813,2,CONFIRMED
8229696,1,CONFIRMED
10272640,1,CONFIRMED
10141900,3,CONFIRMED
10141900,3,CONFIRMED
10141900,3,CONFIRMED
10157458,1,CONFIRMED
10122255,1,CONFIRMED
2721030,1,CONFIRMED
2853093,1,CONFIRMED
3245969,1,CONFIRMED
3240158,2,CONFIRMED
3240158,2,CONFIRMED
8359498,1,CONFIRMED
3218908,3,CONFIRMED
3218908,3,CONFIRMED
3218908,3,CONFIRMED
2837111,2,CONFIRMED
3116412,1,CONFIRMED
2849805,1,CONFIRMED
3114811,1,CONFIRMED
6362874,1,CONFIRMED
6272413,1,CONFIRMED
8346392,1,CONFIRMED
8288947,1,CONFIRMED
8351704,1,CONFIRMED
8278371,1,CONFIRMED
10330115,1,CONFIRMED
10528068,1,CONFIRMED
10337517,2,CONFIRMED
10337517,2,CONFIRMED
10350571,3,CONFIRMED
10350571,3,CONFIRMED
3749365,1,CONFIRMED
3859079,1,CONFIRMED
3444588,1,CONFIRMED
3438507,1,CONFIRMED
3869014,1,CONFIRMED
8394721,4,CONFIRMED
8394721,4,CONFIRMED
8394721,4,CONFIRMED
8394721,4,CONFIRMED
3732821,1,CONFIRMED
3962357,1,CONFIRMED
3749134,1,CONFIRMED
3660924,1,CONFIRMED
3839488,1,CONFIRMED
3442055,1,CONFIRMED
4043190,1,CONFIRMED
6383821,1,CONFIRMED
6693640,1,CONFIRMED
8678594,2,CONFIRMED
8678594,2,CONFIRMED
6922244,1,CONFIRMED
4852528,5,CONFIRMED
4852528,5,CONFIRMED
4852528,5,CONFIRMED
4852528,5,CONFIRMED
4852528,5,CONFIRMED
8612847,1,CONFIRMED
8547140,1,CONFIRMED
8806072,1,CONFIRMED
8583696,1,CONFIRMED
8628758,2,CONFIRMED
8628758,2,CONFIRMED
8822366,1,CONFIRMED
8700771,1,CONFIRMED
10975146,1,CONFIRMED
10724369,1,CONFIRMED
7287995,3,CONFIRMED
7287995,3,CONFIRMED
7287995,3,CONFIRMED
10744335,1,CONFIRMED
10586208,1,CONFIRMED
10854768,1,CONFIRMED
10964440,1,CONFIRMED
10963242,1,CONFIRMED
10585852,1,CONFIRMED
4164994,1,CONFIRMED
4076098,1,CONFIRMED
4282872,1,CONFIRMED
4072526,1,CONFIRMED
7366258,4,CONFIRMED
7366258,4,CONFIRMED
7366258,4,CONFIRMED
7366258,4,CONFIRMED
4155328,1,CONFIRMED
4243911,1,CONFIRMED
4466677,1,CONFIRMED
4135665,1,CONFIRMED
4650674,1,CONFIRMED
4275721,2,CONFIRMED
4275721,2,CONFIRMED
4136466,1,CONFIRMED
7211141,1,CONFIRMED
6934291,1,CONFIRMED
6924203,1,CONFIRMED
7870390,3,CONFIRMED
7870390,3,CONFIRMED
7870390,3,CONFIRMED
7211469,1,CONFIRMED
7211221,1,CONFIRMED
9034103,1,CONFIRMED
9214942,1,CONFIRMED
8874090,1,CONFIRMED
9264949,1,CONFIRMED
9271752,1,CONFIRMED
9391208,1,CONFIRMED
9391506,1,CONFIRMED
8950853,1,CONFIRMED
5301750,5,CONFIRMED
5301750,5,CONFIRMED
5301750,5,CONFIRMED
5301750,5,CONFIRMED
5301750,5,CONFIRMED
11177707,1,CONFIRMED
11611600,1,CONFIRMED
11254382,1,CONFIRMED
11129738,1,CONFIRMED
11401182,1,CONFIRMED
11288505,1,CONFIRMED
11493431,1,CONFIRMED
11193263,1,CONFIRMED
11027624,1,CONFIRMED
8950568,4,CONFIRMED
8950568,4,CONFIRMED
8950568,4,CONFIRMED
8950568,4,CONFIRMED
11032227,1,CONFIRMED
11356260,1,CONFIRMED
11043167,1,CONFIRMED
11336883,1,CONFIRMED
7832356,1,CONFIRMED
9643874,1,CONFIRMED
7761545,1,CONFIRMED
12403119,1,CONFIRMED
7512982,1,CONFIRMED
12735740,1,CONFIRMED
9597806,1,CONFIRMED
9589323,1,CONFIRMED
9726659,1,CONFIRMED
7629518,1,CONFIRMED
9636135,2,CONFIRMED
9636135,2,CONFIRMED
7841925,2,CONFIRMED
7841925,2,CONFIRMED
7439316,1,CONFIRMED
12400538,1,CONFIRMED
9813499,1,CONFIRMED
12254792,1,CONFIRMED
10028792,2,CONFIRMED
10028792,2,CONFIRMED
12020218,1,CONFIRMED
7690844,1,CONFIRMED
7901948,1,CONFIRMED
12418724,1,CONFIRMED
7456001,1,CONFIRMED
7549209,1,CONFIRMED
7663405,1,CONFIRMED
9765975,1,CONFIRMED
9818462,1,CONFIRMED
12266636,1,CONFIRMED
7869917,2,CONFIRMED
7869917,2,CONFIRMED
9824805,1,CONFIRMED
7691260,1,CONFIRMED
11954842,1,CONFIRMED
11764462,1,CONFIRMED
11656246,1,CONFIRMED
7808587,1,CONFIRMED
4741126,2,CONFIRMED
4741126,2,CONFIRMED
11669125,1,CONFIRMED
12159249,1,CONFIRMED
6462863,4,CONFIRMED
6462863,4,CONFIRMED
6462863,4,CONFIRMED
6462863,4,CONFIRMED
7951018,1,CONFIRMED
5184584,1,CONFIRMED
8009350,1,CONFIRMED
8082001,1,CONFIRMED
10004519,1,CONFIRMED
12506770,1,CONFIRMED
7939330,2,CONFIRMED
7939330,2,CONFIRMED
12602568,1,CONFIRMED
9941066,1,CONFIRMED
5470739,1,CONFIRMED
3323887,1,CONFIRMED
11442793,7,CONFIRMED
11442793,7,CONFIRMED
11442793,7,CONFIRMED
11442793,7,CONFIRMED
11442793,7,CONFIRMED
11442793,7,CONFIRMED
11442793,7,CONFIRMED
10022908,1,CONFIRMED
5617854,1,CONFIRMED
10006581,1,CONFIRMED
5438757,2,CONFIRMED
5438757,2,CONFIRMED
5177104,1,CONFIRMED
9886661,1,CONFIRMED
5009743,1,CONFIRMED
6268648,1,CONFIRMED
4278221,1,CONFIRMED
9015738,1,CONFIRMED
8219268,2,CONFIRMED
7215603,1,CONFIRMED
5561278,1,CONFIRMED
6387542,1,CONFIRMED
6543893,2,CONFIRMED
6543893,2,CONFIRMED
8685497,1,CONFIRMED
9277896,1,CONFIRMED
9401997,1,CONFIRMED
10686864,1,CONFIRMED
10879038,1,CONFIRMED
10990917,1,CONFIRMED
6196457,3,CONFIRMED
6196457,3,CONFIRMED
6196457,3,CONFIRMED
11337372,2,CONFIRMED
11337372,2,CONFIRMED
11337833,1,CONFIRMED
11547505,1,CONFIRMED
4932442,1,CONFIRMED
5183357,1,CONFIRMED
5269467,1,CONFIRMED
5526717,1,CONFIRMED
6034945,1,CONFIRMED
6198999,1,CONFIRMED
6310636,1,CONFIRMED
3544595,1,CONFIRMED
6803855,1,CONFIRMED
7220429,1,CONFIRMED
7626370,1,CONFIRMED
7815744,1,CONFIRMED
7955580,1,CONFIRMED
9838949,1,CONFIRMED
9895006,1,CONFIRMED
9896558,2,CONFIRMED
9896558,2,CONFIRMED
10019065,1,CONFIRMED
10080248,1,CONFIRMED
10318874,1,CONFIRMED
10213902,1,CONFIRMED
10214162,1,CONFIRMED
8242434,1,CONFIRMED
6185331,1,CONFIRMED
6869184,1,CONFIRMED
6604328,1,CONFIRMED
8197343,1,CONFIRMED
6786348,1,CONFIRMED
6209677,1,CONFIRMED
9729691,2,CONFIRMED
9729691,2,CONFIRMED
8349582,1,CONFIRMED
5864975,1,CONFIRMED
2975770,2,CONFIRMED
6504954,1,CONFIRMED
8552719,3,CONFIRMED
8552719,3,CONFIRMED
10676014,1,CONFIRMED
5088591,1,CONFIRMED
11298298,1,CONFIRMED
11187436,1,CONFIRMED
9455325,1,CONFIRMED
5621125,1,CONFIRMED
5383248,1,CONFIRMED
9872283,1,CONFIRMED
7870032,1,CONFIRMED
9597058,1,CONFIRMED
8832512,1,CONFIRMED
5375194,1,CONFIRMED
6468138,1,CONFIRMED
11875734,1,CONFIRMED
3326377,2,CONFIRMED
3326377,2,CONFIRMED
11853878,3,CONFIRMED
11853878,3,CONFIRMED
11853878,3,CONFIRMED
10657406,2,CONFIRMED
10657406,2,CONFIRMED
11075737,1,CONFIRMED
5526527,1,CONFIRMED
5856571,1,CONFIRMED
7765528,1,CONFIRMED
11760231,1,CONFIRMED
5080636,1,CONFIRMED
3338885,2,CONFIRMED
3338885,2,CONFIRMED
9886255,1,CONFIRMED
6776401,1,CONFIRMED
7430034,1,CONFIRMED
9735426,1,CONFIRMED
2692377,1,CONFIRMED
8826168,1,CONFIRMED
10464050,1,CONFIRMED
9763348,1,CONFIRMED
8804397,1,CONFIRMED
9662811,1,CONFIRMED
8160953,1,CONFIRMED
7286173,1,CONFIRMED
9520838,1,CONFIRMED
6773862,1,CONFIRMED
10187159,1,CONFIRMED
6063220,1,CONFIRMED
9967771,2,CONFIRMED
9967771,2,CONFIRMED
11622600,1,CONFIRMED
10454632,1,CONFIRMED
8367644,1,CONFIRMED
10332883,1,CONFIRMED
4035640,1,CONFIRMED
6205228,1,CONFIRMED
11758544,1,CONFIRMED
11413812,1,CONFIRMED
9549648,1,CONFIRMED
10811496,1,FALSE POSITIVE
10848459,1,FALSE POSITIVE
10657664,1,FALSE POSITIVE
3337351,1,FALSE POSITIVE
3233043,1,FALSE POSITIVE
6579806,1,FALSE POSITIVE
3560301,1,FALSE POSITIVE
6147122,1,FALSE POSITIVE
8257407,1,FALSE POSITIVE
6307521,2,FALSE POSITIVE
3556220,1,FALSE POSITIVE
3542588,1,FALSE POSITIVE
10676923,1,FALSE POSITIVE
10555375,1,FALSE POSITIVE
4275739,1,FALSE POSITIVE
4070376,1,FALSE POSITIVE
4078157,1,FALSE POSITIVE
4480676,1,FALSE POSITIVE
4372768,1,FALSE POSITIVE
4150539,2,FALSE POSITIVE
4150539,2,FALSE POSITIVE
4150624,2,FALSE POSITIVE
10418797,1,FALSE POSITIVE
10419211,1,FALSE POSITIVE
10583180,1,FALSE POSITIVE
5481416,1,FALSE POSITIVE
5534814,1,FALSE POSITIVE
5649215,1,FALSE POSITIVE
8180063,1,FALSE POSITIVE
4044005,1,FALSE POSITIVE
11502218,1,FALSE POSITIVE
11013201,1,FALSE POSITIVE
8242681,1,FALSE POSITIVE
8246781,1,FALSE POSITIVE
8264070,1,FALSE POSITIVE
8279765,1,FALSE POSITIVE
8330548,1,FALSE POSITIVE
8374494,1,FALSE POSITIVE
8414907,2,FALSE POSITIVE
8414907,2,FALSE POSITIVE
8397446,1,FALSE POSITIVE
6613006,1,FALSE POSITIVE
6606653,1,FALSE POSITIVE
10785538,1,FALSE POSITIVE
4079535,1,FALSE POSITIVE
4551328,1,FALSE POSITIVE
4639868,1,FALSE POSITIVE
4285107,1,FALSE POSITIVE
4150624,2,FALSE POSITIVE
11913073,1,FALSE POSITIVE
6721123,1,FALSE POSITIVE
10345478,1,FALSE POSITIVE
10464078,1,FALSE POSITIVE
10480982,2,FALSE POSITIVE
10480982,2,FALSE POSITIVE
10485250,1,FALSE POSITIVE
11152159,1,FALSE POSITIVE
11242721,1,FALSE POSITIVE
5792202,5,FALSE POSITIVE
5792202,5,FALSE POSITIVE
3441784,1,FALSE POSITIVE
11494130,1,FALSE POSITIVE
7601633,1,FALSE POSITIVE
5648449,1,FALSE POSITIVE
12167361,1,FALSE POSITIVE
8386035,1,FALSE POSITIVE
8332986,1,FALSE POSITIVE
8415745,1,FALSE POSITIVE
8378634,1,FALSE POSITIVE
6620003,1,FALSE POSITIVE
6621116,1,FALSE POSITIVE
6629332,1,FALSE POSITIVE
6387450,1,FALSE POSITIVE
6462874,2,FALSE POSITIVE
11442465,1,FALSE POSITIVE
11463211,1,FALSE POSITIVE
11465813,1,FALSE POSITIVE
11493732,1,FALSE POSITIVE
8256049,1,FALSE POSITIVE
1433962,1,FALSE POSITIVE
11607193,1,FALSE POSITIVE
10227501,1,FALSE POSITIVE
8312852,1,FALSE POSITIVE
8302450,1,FALSE POSITIVE
8299955,1,FALSE POSITIVE
6462874,2,FALSE POSITIVE
6665223,2,FALSE POSITIVE
6665223,2,FALSE POSITIVE
6545358,1,FALSE POSITIVE
6390824,1,FALSE POSITIVE
6546528,1,FALSE POSITIVE
11656840,1,FALSE POSITIVE
6267425,1,FALSE POSITIVE
8605074,1,FALSE POSITIVE
8655354,1,FALSE POSITIVE
10743597,1,FALSE POSITIVE
6531491,1,FALSE POSITIVE
11909839,1,FALSE POSITIVE
3247396,1,FALSE POSITIVE
8686150,1,FALSE POSITIVE
1718189,3,FALSE POSITIVE
3858949,1,FALSE POSITIVE
3858824,1,FALSE POSITIVE
8244190,1,FALSE POSITIVE
8262210,1,FALSE POSITIVE
10287248,1,FALSE POSITIVE
10351767,1,FALSE POSITIVE
10342041,1,FALSE POSITIVE
10514770,1,FALSE POSITIVE
6677256,1,FALSE POSITIVE
6599919,1,FALSE POSITIVE
6675056,1,FALSE POSITIVE
6756669,1,FALSE POSITIVE
9016295,1,FALSE POSITIVE
9097120,1,FALSE POSITIVE
1432214,1,FALSE POSITIVE
2441728,1,FALSE POSITIVE
10223616,1,FALSE POSITIVE
10268907,1,FALSE POSITIVE
10158990,1,FALSE POSITIVE
10342065,1,FALSE POSITIVE
10352945,1,FALSE POSITIVE
6692833,1,FALSE POSITIVE
8801343,1,FALSE POSITIVE
8488878,1,FALSE POSITIVE
6862603,1,FALSE POSITIVE
9159275,1,FALSE POSITIVE
9166870,1,FALSE POSITIVE
2438502,1,FALSE POSITIVE
2309585,1,FALSE POSITIVE
5738346,1,FALSE POSITIVE
1722276,1,FALSE POSITIVE
10149023,1,FALSE POSITIVE
10341831,1,FALSE POSITIVE
8560285,1,FALSE POSITIVE
8620565,1,FALSE POSITIVE
8616873,1,FALSE POSITIVE
8737796,1,FALSE POSITIVE
8462258,1,FALSE POSITIVE
8494263,1,FALSE POSITIVE
2440757,1,FALSE POSITIVE
2445129,1,FALSE POSITIVE
3114661,1,FALSE POSITIVE
7031517,1,FALSE POSITIVE
9171801,1,FALSE POSITIVE
892772,1,FALSE POSITIVE
5728283,1,FALSE POSITIVE
8127639,1,FALSE POSITIVE
6047498,1,FALSE POSITIVE
8506766,1,FALSE POSITIVE
10148521,1,FALSE POSITIVE
9048161,1,FALSE POSITIVE
3124412,1,FALSE POSITIVE
3113266,1,FALSE POSITIVE
10485179,1,FALSE POSITIVE
10341913,1,FALSE POSITIVE
10480921,1,FALSE POSITIVE
8848271,1,FALSE POSITIVE
8823426,1,FALSE POSITIVE
3120431,1,FALSE POSITIVE
3554600,1,FALSE POSITIVE
7270230,1,FALSE POSITIVE
8176653,1,FALSE POSITIVE
8183911,1,FALSE POSITIVE
2309719,1,FALSE POSITIVE
2558363,1,FALSE POSITIVE
3232859,1,FALSE POSITIVE
3098184,1,FALSE POSITIVE
3239636,1,FALSE POSITIVE
3240706,1,FALSE POSITIVE
10350571,3,FALSE POSITIVE
3547091,1,FALSE POSITIVE
3869825,1,FALSE POSITIVE
8766222,1,FALSE POSITIVE
8703884,1,FALSE POSITIVE
8560840,1,FALSE POSITIVE
8552583,1,FALSE POSITIVE
3734868,1,FALSE POSITIVE
3836375,1,FALSE POSITIVE
7684873,1,FALSE POSITIVE
2716853,2,FALSE POSITIVE
2445154,1,FALSE POSITIVE
3964562,1,FALSE POSITIVE
2574201,1,FALSE POSITIVE
1996679,1,FALSE POSITIVE
3228824,1,FALSE POSITIVE
3655332,1,FALSE POSITIVE
4042026,1,FALSE POSITIVE
3344419,1,FALSE POSITIVE
3865567,1,FALSE POSITIVE
3544689,1,FALSE POSITIVE
4037164,1,FALSE POSITIVE
3443790,1,FALSE POSITIVE
8519253,1,FALSE POSITIVE
8757910,1,FALSE POSITIVE
3838486,1,FALSE POSITIVE
7377033,1,FALSE POSITIVE
2166206,1,FALSE POSITIVE
5899544,1,FALSE POSITIVE
5963222,1,FALSE POSITIVE
5982353,1,FALSE POSITIVE
2851100,1,FALSE POSITIVE
3130300,1,FALSE POSITIVE
3966912,1,FALSE POSITIVE
3848972,1,FALSE POSITIVE
3860441,1,FALSE POSITIVE
3765771,1,FALSE POSITIVE
3557341,1,FALSE POSITIVE
8552565,1,FALSE POSITIVE
8892910,1,FALSE POSITIVE
9605514,3,FALSE POSITIVE
9661877,1,FALSE POSITIVE
6205468,1,FALSE POSITIVE
5802486,1,FALSE POSITIVE
5817553,1,FALSE POSITIVE
5982368,1,FALSE POSITIVE
5816811,1,FALSE POSITIVE
5816165,1,FALSE POSITIVE
3228959,1,FALSE POSITIVE
2837111,2,FALSE POSITIVE
3644071,1,FALSE POSITIVE
3554031,3,FALSE POSITIVE
3644523,1,FALSE POSITIVE
3348082,3,FALSE POSITIVE
8609450,5,FALSE POSITIVE
4932348,1,FALSE POSITIVE
4936180,1,FALSE POSITIVE
5077629,1,FALSE POSITIVE
7552344,1,FALSE POSITIVE
11673674,1,FALSE POSITIVE
5802246,1,FALSE POSITIVE
